Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Borosil,Consumer Cyclical,India,Asia,Emissions,Volatile organic compounds (VOC),mg/Nm3,29.5,,,
Borosil,Consumer Cyclical,India,Asia,Emissions,Carbon monoxide (CO),mg/Nm3,88.4,,,
Borosil,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,8121.58,,,
Borosil,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,28737.28,,,
Borosil,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.0000385,,,
Borosil,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,3008.47,,,
Borosil,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,1692.50,,,
Borosil,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,1315.97,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,27221,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,4792,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,32013,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,17877.0,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Water,Water consumption,kL,17877.0,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Emissions,NOx,µg/m3,46,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Emissions,SOx,µg/m3,11,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),µg/m3,69,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,265.6,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,4685,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,2221.358,,,
Butterfly Gandhimathi Appliances,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,1531.315,,,
CAMS,Technology,India,Asia,Energy,Electricity consumption,GJ,22312.10,,,
CAMS,Technology,India,Asia,Energy,Fuel consumption,GJ,780.19,,,
CAMS,Technology,India,Asia,Energy,Energy consumption,GJ,24996.50,,,
CAMS,Technology,India,Asia,Energy,Energy generated from solar PV systems,GJ,63.50,,,
CAMS,Technology,India,Asia,Energy,Energy intensity,GJ/Cr,2.50,,,
CAMS,Technology,India,Asia,Water,Water withdrawn,kL,93802080.0,,,
CAMS,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,194.21,,,
CAMS,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,5020.22,,,
CAMS,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.52,,,
CAMS,Technology,India,Asia,Waste,Waste generated,Tonnes,3.63,,,
CAMS,Technology,India,Asia,Waste,Waste recycled,Tonnes,3.63,,,
CEAT,Consumer Cyclical,India,Asia,Energy,Electricity consumption,GJ,808034,,,
CEAT,Consumer Cyclical,India,Asia,Energy,Fuel consumption,GJ,938955,,,
CEAT,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,3500819,,,
CEAT,Consumer Cyclical,India,Asia,Energy,Energy intensity,GJ/Cr,310.82,,,
CEAT,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,1098408.0,,,
CEAT,Consumer Cyclical,India,Asia,Water,Water consumption,kL,1098408.0,,,
CEAT,Consumer Cyclical,India,Asia,Water,Water intensity,Litres/Cr,97.52,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,NOx,Tonnes,102.36,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,SOx,Tonnes,225.65,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,Particulate matter (PM),Tonnes,421.94,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,Scope 1 CO2 emissions,tCO2e,66841,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,Scope 2 CO2 emissions,tCO2e,160485,,,
CEAT,Consumer Cyclical,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,20.18,,,
CEAT,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,19389.12,,,
CEAT,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,19071.27,,,
CEAT,Consumer Cyclical,India,Asia,Waste,Waste disposed,Tonnes,127.50,,,
Central Bank of India,Financial Services,India,Asia,Energy,Electricity consumption,GJ,2257308.0,,,
Central Bank of India,Financial Services,India,Asia,Energy,Energy consumption,GJ,2257308.0,,,
Central Bank of India,Financial Services,India,Asia,Waste,Waste generated,Tonnes,5.45,,,
Centum Electronics Limited,Technology,India,Asia,Energy,Electricity consumption,GJ,2951.1864,,,
Centum Electronics Limited,Technology,India,Asia,Energy,Fuel consumption,GJ,469.80359999999996,,,
Centum Electronics Limited,Technology,India,Asia,Energy,Energy consumption,GJ,25360.9848,,,
Centum Electronics Limited,Technology,India,Asia,Energy,Energy intensity,KWh/Cr,0.0037,,,
Centum Electronics Limited,Technology,India,Asia,Water,Water withdrawn,kL,48105.0,,,
Centum Electronics Limited,Technology,India,Asia,Water,Water consumption,kL,48105.0,,,
Centum Electronics Limited,Technology,India,Asia,Water,Water intensity,Litres/Cr,94,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,NOx,Mg/Nm3,637.9,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,SOx,Mg/Nm3,105.5,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,Particulate matter (PM),Mg/Nm3,439.3,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,1262,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,790,,,
Centum Electronics Limited,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.000001235,,,
Centum Electronics Limited,Technology,India,Asia,Waste,Waste generated,Tonnes,60.777,,,
Centum Electronics Limited,Technology,India,Asia,Waste,Waste recycled,Tonnes,14.252,,,
Centum Electronics Limited,Technology,India,Asia,Waste,Waste disposed,Tonnes,10.042,,,
Cera Sanitaryware,Industrials,India,Asia,Energy,Electricity consumption,GJ,80514,,,
Cera Sanitaryware,Industrials,India,Asia,Energy,Fuel consumption,GJ,416174,,,
Cera Sanitaryware,Industrials,India,Asia,Energy,Energy consumption,GJ,496688,,,
Cera Sanitaryware,Industrials,India,Asia,Energy,Energy intensity,GJ/Cr,0.0000277,,,
Cera Sanitaryware,Industrials,India,Asia,Water,Water withdrawn,kL,198129.0,,,
Cera Sanitaryware,Industrials,India,Asia,Water,Water consumption,kL,198129.0,,,
Cera Sanitaryware,Industrials,India,Asia,Water,Water intensity,Litres/Cr,110,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,NOx,µg/m3,13,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,SOx,µg/m3,16,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,Particulate matter (PM),µg/m3,72,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,20912,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,8524,,,
Cera Sanitaryware,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.00000016,,,
Cera Sanitaryware,Industrials,India,Asia,Waste,Waste generated,Tonnes,210.59,,,
Cera Sanitaryware,Industrials,India,Asia,Waste,Waste recycled,Tonnes,1.0,,,
Cera Sanitaryware,Industrials,India,Asia,Waste,Waste disposed,Tonnes,44.5,,,
Cochin Shipyard,Industrials,India,Asia,Energy,Electricity consumption,GJ,119618.90,,,
Cochin Shipyard,Industrials,India,Asia,Energy,Fuel consumption,GJ,8236.93,,,
Cochin Shipyard,Industrials,India,Asia,Energy,Energy consumption,GJ,127855.83,,,
Cochin Shipyard,Industrials,India,Asia,Energy,Energy intensity,GJ/Cr,0.0000055,,,
Cochin Shipyard,Industrials,India,Asia,Water,Water withdrawn,kL,1080360.25,,,
Cochin Shipyard,Industrials,India,Asia,Water,Water consumption,kL,1058886.75,,,
Cochin Shipyard,Industrials,India,Asia,Water,Water intensity,Litres/Cr,0.000045,,,
Cochin Shipyard,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,546.94,,,
Cochin Shipyard,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,28488.68,,,
Cochin Shipyard,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.0000012,,,
Cochin Shipyard,Industrials,India,Asia,Waste,Waste generated,Tonnes,14907.58,,,
Cochin Shipyard,Industrials,India,Asia,Waste,Waste recycled,Tonnes,35.0548,,,
Cochin Shipyard,Industrials,India,Asia,Waste,Waste disposed,Tonnes,16951.95,,,
Coforge,Technology,India,Asia,Energy,Electricity consumption,GJ,44088,,,
Coforge,Technology,India,Asia,Energy,Fuel consumption,GJ,2900,,,
Coforge,Technology,India,Asia,Energy,Energy consumption,GJ,47588,,,
Coforge,Technology,India,Asia,Energy,Energy intensity,GJ/Cr,1.12,,,
Coforge,Technology,India,Asia,Water,Water withdrawn,kL,111545.0,,,
Coforge,Technology,India,Asia,Water,Water consumption,kL,111545.0,,,
Coforge,Technology,India,Asia,Water,Water intensity,Litres/Cr,2637,,,
Coforge,Technology,India,Asia,Emissions,Scope 1 emissions,tCO2e,543,,,
Coforge,Technology,India,Asia,Emissions,Scope 2 emissions,tCO2e,9483,,,
Coforge,Technology,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.2,,,
Coforge,Technology,India,Asia,Waste,Waste generated,Tonnes,12.56,,,
Coforge,Technology,India,Asia,Waste,Waste recycled,Tonnes,9.21,,,
CONCOR,Industrials,India,Asia,Energy,Electricity consumption,GJ,87638,,,
CONCOR,Industrials,India,Asia,Energy,Fuel consumption,GJ,205557,,,
CONCOR,Industrials,India,Asia,Energy,Energy consumption,GJ,293195,,,
CONCOR,Industrials,India,Asia,Energy,Energy intensity,GJ/Cr,3.6,,,
CONCOR,Industrials,India,Asia,Water,Water withdrawn,kL,122350.0,,,
CONCOR,Industrials,India,Asia,Water,Water consumption,kL,122350.0,,,
CONCOR,Industrials,India,Asia,Water,Water intensity,Litres/Cr,15.0,,,
CONCOR,Industrials,India,Asia,Emissions,Scope 1 emissions,tCO2e,15232,,,
CONCOR,Industrials,India,Asia,Emissions,Scope 2 emissions,tCO2e,19232,,,
CONCOR,Industrials,India,Asia,Emissions,Carbon intensity,tCO2e/Cr,0.42,,,
CONCOR,Industrials,India,Asia,Waste,Waste generated,Tonnes,0.9,,,
CONCOR,Industrials,India,Asia,Waste,Waste recycled,Tonnes,0.9,,,
Crompton,Consumer Cyclical,India,Asia,Water,Water recycled,kL,38832.0,,,
Crompton,Consumer Cyclical,India,Asia,Waste,Waste generated,Tonnes,3032,,,
Crompton,Consumer Cyclical,India,Asia,Emissions,Scope 1 emissions,tCO2e,4752,,,
Crompton,Consumer Cyclical,India,Asia,Energy,Energy consumption,GJ,58365,,,
Crompton,Consumer Cyclical,India,Asia,Emissions,Emissions reduced,tCO2e,2.7,,,
Crompton,Consumer Cyclical,India,Asia,Emissions,Total carbon emissions,tCO2e,8805.50,,,
Crompton,Consumer Cyclical,India,Asia,Emissions,Scope 2 emissions,tCO2e,4054.4,,,
Crompton,Consumer Cyclical,India,Asia,Water,Water withdrawn,kL,44025.0,,,
Crompton,Consumer Cyclical,India,Asia,Waste,Waste recycled,Tonnes,16500,,,
CSB Bank,Financial Services,India,Asia,Energy,Electricity consumption,GJ,28080,,,
CSB Bank,Financial Services,India,Asia,Energy,Fuel consumption,GJ,63694,,,
CSB Bank,Financial Services,India,Asia,Energy,Energy consumption,GJ,91774,,,
CSB Bank,Financial Services,India,Asia,Energy,Energy intensity,GJ/Cr,348.20,,,
CSB Bank,Financial Services,India,Asia,Water,Water withdrawn,kL,5607.801,,,
CSB Bank,Financial Services,India,Asia,Water,Water consumption,kL,5346.062,,,
CSB Bank,Financial Services,India,Asia,Water,Water intensity,Litres/Cr,2028,,,
CSB Bank,Financial Services,India,Asia,Waste,Waste generated,Tonnes,86.27,,,
CSB Bank,Financial Services,India,Asia,Waste,Waste recycled,Tonnes,4.05,,,
CSB Bank,Financial Services,India,Asia,Waste,Waste disposed,Tonnes,82.22,,,
Cyient,Industrials,India,Asia,Energy,Electricity consumption,GJ,45637,,,
Cyient,Industrials,India,Asia,Energy,Fuel consumption,GJ,3310,,,
Cyient,Industrials,India,Asia,Energy,Energy consumption,GJ,71670,,,
Cyient,Industrials,India,Asia,Energy,Energy intensity,GJ/Cr,32,,,
Cyient,Industrials,India,Asia,Water,Water withdrawn,kL,74246.0,,,
Cyient,Industrials,India,Asia,Water,Water consumption,kL,74246.0,,,
